project_id,grantee,subgrantee,name,year,status,project_lead,other_lead,category,subcategory,state,description,benefit,resource
Klamath Basin Project Awards,USFW,NA,Development of models for predicting annelid hosts in the Klamath River Hydroelectric Reach ,2022,New,NA,NA,NA,NA,OR,"This funding will be used to test and refine predictive models for annelid hosts in the Klamath River hydroelectric reach, which will inform and improve management decisions in the Klamath Basin. High annelid host densities, which are linked to fish disease in the Klamath River, have been described in the J.C. Boyle Bypass and Keno reaches of the Klamath River hydroelectric reach. Understanding the factors driving annelid host distribution and density in the hydroelectric reach is critical to the success of salmon recovery and future habitat restoration efforts. A predictive model was previously developed for annelids located in the current infectious zone, downstream from Iron Gate Dam. The model has been used to predict the distribution and density of infected annelids and evaluate effects of managed flow events downstream from Iron Gate Dam. This approach can be applied in the hydroelectric reach, however model performance should first be evaluated because the model may require refinement due to the unique hydraulic and sediment conditions that characterize the Klamath River hydroelectric reaches. The proposed work will build on the previous model to 1) test and refine our understanding of relationships between flow variability and the distribution and relative abundance of M. occidentalis in various habitat types, 2) contribute to a long-term data set quantifying the conditions leading to the presence of annelids and C. shasta infection, and 3) provide a tool for evaluating the potential successes proposed of flow-control or habitat restoration actions (e.g., gravel augmentation) targeted toward salmon habitat in the Klamath River hydroelectric reach. or habitat restoration actions. ",NA,https://www.fws.gov/program/klamath-basin-project-awards
Klamath Basin Project Awards,USFW,NA,Fringe Wetland Restoration Master Plan for The Keno Reach of the Klamath River ,2022,New,NA,NA,NA,NA,OR,"Funding for this project will be used to develop a master plan to restore, develop and expand wetlands to the Keno Reach of the Klamath River. Following dam removal on the Klamath River, salmon and steelhead are expected to return to the Upper Klamath Basin. The “Keno Reach” has severe water quality problems. The plan will also identify opportunities for the construction of diffuse source treatment wetlands to locally treat agricultural runoff from adjacent agricultural drains. An analysis of existing topographic and bathymetric data in the project reach will be performed to identify areas where fringe wetland creation, restoration, and/or enhancement are possible. The project team will then initiate an outreach effort to landowners along the project reach to gauge interest in future participation in wetland restoration/enhancement projects. Data from these first tasks will be captured and stored in a database that serve as the basis for future wetland project development. This will include high-resolution topo-bathymetric data collection following a controlled burn in the spring of 2023, evaluation and modeling of site hydrology, and identification of alternatives for improving water circulation through the existing wetlands. The project team also intends to partner with the Tule Smoke Hunt Club to evaluate wetland enhancement and restoration opportunities on club property.  ",NA,https://www.fws.gov/program/klamath-basin-project-awards
Klamath Basin Project Awards,USFW,NA,Improving Wetland Habitat through Irrigation Efficiencies on Lower Klamath and Tule Lake National Wildlife Refuges ,2022,New,NA,NA,NA,NA,OR,"Funding for this project will be used for the construction of four pumping stations, two each in both Lower Klamath National Wildlife Refuge and Tule Lake National Wildlife Refuge. Together, these pumping stations will improve water supply reliability and functionality on over 20,000 acres of wetland habitat on both Refuges, while also improving irrigation efficiency, by providing flexibility in management and decreasing operational costs for over 20,000 acres of irrigated agriculture. ",NA,https://www.fws.gov/program/klamath-basin-project-awards
Klamath Basin Project Awards,USFW,NA,Upper Klamath Lake Shoreline Sucker Spawning Habitat ,2022,New,NA,NA,NA,NA,OR,"Funding is for the Klamath Tribes to monitor Lost River sucker spawning and success of Reclamation-funded projects that were designed to enhance sucker spawning sites. A population of Lost River suckers spawn exclusively at eastern shoreline springs in Upper Klamath Lake (UKL). Most of these springs have been degraded by alterations to the surrounding area including development of the railway and highway adjacent to the shoreline of the lake. Current Lost River sucker spawning is restricted to four small shoreline spring areas including: Sucker, Ouxy, Cinder Flat, and Silver Building. Due to on-going drought conditions only Sucker Springs has substantial spring discharge and large numbers of spawning fish.  Since all of the spawning areas are located in shallow shoreline areas, they are greatly affected by lake levels. The Klamath Tribes will implement additional spawning habitat enhancement activities at other springs along the shoreline of Upper Klamath Lake. If there is no spawning documented at the pilot spawning habitat enhancement sites, strategies will be developed for getting fish to imprint and spawn at these sites.  ",NA,https://www.fws.gov/program/klamath-basin-project-awards
Klamath Basin Project Awards,USFW,NA,Restoration of the Barkley Springs Complex ,2022,New,NA,NA,NA,NA,OR,"Funding will be used for project engineering designs and project implementation.  Funds will also be used to develop a post-project monitoring plan. Barkley Springs is the largest of six spring complexes on the east side of Upper Klamath Lake (UKL). Historically, a population of Lost River suckers spawned at the springs until the 1970s when access to the springs was blocked by development of Hagelstein County Park.  A fish habitat restoration project was completed in 2010 resulting in the construction of a meandering stream channel connecting a large spring pond to the adjacent lake channel. This project resulted in suckers and redband trout gaining access to the spring pond for rearing. Based on the success of the first restoration project there is additional habitat that could be restored.  ",NA,https://www.fws.gov/program/klamath-basin-project-awards
Klamath Basin Project Awards,USFW,NA,Williamson River Delta Preserve (WRDP) Phosphorus Capture Potential ,2022,New,NA,NA,NA,NA,OR,"Upper Klamath Lake (UKL) is the primary habitat for the endangered Lost River sucker and shortnose sucker. The Sprague and Williamson rivers are a major source of nutrient loading to UKL.  Reduction of nutrient loading to UKL, particularly phosphorus has been identified as an important means of improving water quality affecting endangered suckers, as well as reducing the export of organic matter and nutrients to the Klamath River downstream of Upper Klamath Lake.  This proposal addresses Recovery Action 2 in the Revised recovery plan for the Lost River sucker and shortnose sucker. This project would include short-term water quality data collection, assessment, and modeling to inform a new management approach, namely whether portions of the WRDP can contribute to reductions in external Phosphorous loads and thus improve water quality. Phosphorus removal estimates will be done using hydraulic/sediment transport modeling and 2D and lake-circulation modeling.  ",NA,https://www.fws.gov/program/klamath-basin-project-awards
Klamath Basin Project Awards,USFW,NA,Lower Williamson River Bothwell Property Spawning Gravel Augmentation and Large Wood Placement Project ,2022,New,NA,NA,NA,NA,OR,"Funding for this project place large wood into the Williamson River to address limiting factors that affect spawning and juvenile rearing habitat of native fish. The project goals include augmenting spawning habitat and increasing juvenile redband trout rearing capacity in 1.4 miles of the Williamson River centered on the Spring Creek confluence. The Bothwell property is a privately-owned 176-acre parcel that is the last large private property before an extended reach of the Williamson River that is managed by Oregon Parks and Recreation Department and the U.S. Forest Service. Large wood has been placed throughout the Williamson River in the upstream publicly managed reach. The Bothwell Family manages their property for wildlife habitat, and other than impacts from the “242 Fire” in 2020, the floodplain is in a natural condition unaffected by grazing, diversions, or deleterious physical modification. The proposed project treatments and the addressed limiting factors are highlighted in recent planning documents including The Upper Klamath Basin Watershed Action Plan (Skinner et al. 2021) and the Klamath Basin Integrated Fisheries Restoration and Monitoring Plan (ESSA 2022). Spawning gravel augmentation and large wood placement are anticipated to immediately benefit redband trout, and will help future runs of salmon, steelhead and pacific lamprey into the Upper Basin.  Oregon Department of Fish and Wildlife will include the project reach in their bi-monthly redband trout spawning monitoring program.  ",NA,https://www.fws.gov/program/klamath-basin-project-awards
Klamath Basin Project Awards,USFW,NA,Klamath Tribes Sucker Rearing program expansion ,2022,New,NA,NA,NA,NA,OR,"The Klamath Tribes have successfully increased their endangered Lost River and shortnose sucker rearing program, adding additional ponds, raising fish from eggs, conducting staff professional development, and continuing to develop a systematic approach to rearing suckers. These funds will help to expand operations to include an additional 10-15 ponds) and provide the Tribe with the capacity to eventually release fish to supplement dwindling wild populations. ",NA,https://www.fws.gov/program/klamath-basin-project-awards
Klamath Basin Project Awards,USFW,NA,Klamath Tribes Salmon Reintroduction program ,2022,New,NA,NA,NA,NA,OR,"Funding will be used to help the Klamath Tribes jumpstart the return of salmon to the Upper Klamath Basin. The Klamath Tribes have not had access to native Klamath River salmon fisheries for more than 100 years. This funding will help the Tribe institute a program so they can rear Chinook salmon eggs and larvae with a state of art salmonid egg rearing system. By rearing, tagging, and releasing smolts, the Tribes will identify migration patterns, important habitat, and any potential issues that may arise when salmon naturally return. The Tribes will install an upgraded recirculating aquaculture system that uses minimal water and has no discharge to surface water. This project provides for the development of a salmon reintroduction program consistent with the exercise of tribal fishing rights. ",NA,https://www.fws.gov/program/klamath-basin-project-awards
Klamath Basin Project Awards,USFW,NA,Sprague Watershed Low-Tech Process-Based Restoration Collaboration ,2022,New,NA,NA,NA,NA,OR,"Funding for this project will be used to implement Low-Tech Process-Based Restoration techniques (which include Beaver Dam Analogs, Post Assisted Woody Structures, and other similar structures) throughout the Sprague River Watershed in order to reduce sedimentation, increase groundwater storage, and improve habitat conditions. The Sprague River Basin provides critical spawning and rearing habitat for native fish, including ESA listed Bull Trout and Lost River and shortnose suckers, yet suffers extensively from geomorphic and hydrologic impairments that reduce habitat quantity and quality (e.g., floodplain disconnection, lack of channel complexity), as identified in the Upper Klamath Basin Watershed Action Plan (UKBWAP) and the Integrated Fisheries Restoration and Monitoring Plan (IFRMP). In addition, the Bootleg Fire burned through much of the Upper Sprague Basin in 2021 and exacerbated many of the issues already present, especially the lack of riparian habitat and excessive sedimentation. Recognizing these impairments and the need for collaborative watershed-scale restoration to achieve ecological uplift, the overall goal of the proposed project is to restore self-sustaining riverine processes in degraded stream reaches of the Sprague River Basin using LTPBR implemented by local crews.  ",NA,https://www.fws.gov/program/klamath-basin-project-awards
Klamath Basin Project Awards,USFW,NA,Climate Change Resiliency Stream Restoration and Post-Bootleg Fire Stream Stabilization and Restoration ,2022,New,NA,NA,NA,NA,OR,Funding will be deployed for habitat restoration within the Bootleg Fire Area. An assessment of stream conditions and identification of necessary restoration throughout the Klamath Tribes Treaty Boundary area will commence with an emphasis on the ability to address entire watersheds and focus on the most impaired based on deviations from the Tribes’ determined claims. Approximately 20 in-stream structures could be installed on a weekly basis during appropriate weather period conditions.        ,NA,https://www.fws.gov/program/klamath-basin-project-awards
Klamath Basin Project Awards,USFW,NA,Restoration of the Upper Williamson River including Rocky Ford Ranch ,2022,New,NA,NA,NA,NA,OR,"Funds for this project will be used to achieve site surveys, geomorphic assessment, hydrology and hydraulics analysis, engineering design drawings, environmental compliance, and development of a pre- and post-project monitoring plan. The Upper Williamson River above the Klamath Marsh has been degraded from past grazing management practices that have resulted in loss of riparian vegetation, bank erosion, increased sedimentation, channel incision, and disconnection with the floodplain.  As a result, late season base-flows are lower than they were historically, floodplain areas dry out as a result of the lower groundwater levels and riparian vegetation can’t get established. This project will help restore this important reach in the Upper Basin. ",NA,https://www.fws.gov/program/klamath-basin-project-awards
Klamath Basin Project Awards,USFW,NA,Klamath River Pit Tag Coalition Infrastructure Development Project ,2022,New,NA,NA,NA,NA,OR,"The Pit Tag coalition is a collaborative effort that will develop a basin wide fish tracking infrastructure in order to monitor the success of restoration efforts in the Klamath Basin.  A comprehensive PIT infrastructure and integrated upper and lower basin database has been identified as a basin wide priority. This project integrates scientifically rigorous localized research to create a data network capable of addressing questions at multiple spatial and temporal scales.  Data collection will be focused on spring and fall Chinook Salmon, and endangered suckers, but may include nearly all migratory fishes in the Klamath Basin. These data will be critical for analysis that would inform potential future down listing or delisting of ESA listed species. Data will provide the ability to track the relationship between juveniles and returning spawners. ",NA,https://www.fws.gov/program/klamath-basin-project-awards
Klamath Basin Project Awards,USFW,NA,Expansion of the Klamath Falls National Fish Hatchery ,2022,New,NA,NA,NA,NA,OR,"The infrastructure investment into the hatchery’s expansion will increase rearing capacity and help prevent the extinction of two federally listed species, the Lost River and shortnose suckers (C’waam and Koptu).  These fish are found only in the Klamath Basin, and support restored and resilient ecosystems in the face of climate change.    ",NA,https://www.fws.gov/program/klamath-basin-project-awards
